Date, MSFT Price,APPL Price,MSFT Log Price,AAPL Log Price,MSFT Log Return,AAPL Log Return
7-Jan-13,26.69,74.8,3.284288963,4.314817885,-0.001871608,-0.006529439
8-Jan-13,26.55,75.04,3.279029748,4.318021305,-0.005259216,0.00320342
9-Jan-13,26.7,73.87,3.284663565,4.302306792,0.005633818,-0.015714513
10-Jan-13,26.46,74.79,3.275634159,4.314684186,-0.009029407,0.012377395
11-Jan-13,26.83,74.33,3.289520664,4.308514639,0.013886506,-0.006169547
14-Jan-13,26.89,71.68,3.29175447,4.272211769,0.002233806,-0.03630287
15-Jan-13,27.21,69.42,3.303584553,4.24017501,0.011830083,-0.032036758
16-Jan-13,27.04,72.3,3.297317251,4.280824129,-0.006267302,0.040649119
17-Jan-13,27.25,71.81,3.305053521,4.274023742,0.00773627,-0.006800387
18-Jan-13,27.25,71.43,3.305053521,4.268717949,0,-0.005305793
22-Jan-13,27.15,72.11,3.301377046,4.278192731,-0.003676475,0.009474782
23-Jan-13,27.61,73.43,3.318178026,4.296332571,0.01680098,0.018139841
24-Jan-13,27.63,64.36,3.318902139,4.164492322,0.000724113,-0.131840249
25-Jan-13,27.88,62.84,3.327909586,4.140591813,0.009007447,-0.023900509
28-Jan-13,27.91,64.26,3.328985048,4.162937354,0.001075462,0.02234554
29-Jan-13,28.01,65.47,3.332561589,4.181592022,0.003576542,0.018654669
30-Jan-13,27.85,65.26,3.326832966,4.178379291,-0.005728623,-0.003212731
31-Jan-13,27.45,65.07,3.312366168,4.175463614,-0.014466798,-0.002915678
1-Feb-13,27.93,64.8,3.32970138,4.171305603,0.017335212,-0.00415801
4-Feb-13,27.44,63.19,3.312001803,4.146146061,-0.017699577,-0.025159543
5-Feb-13,27.5,65.41,3.314186005,4.180675152,0.002184202,0.034529091
6-Feb-13,27.34,65.34,3.308350831,4.179604406,-0.005835173,-0.001070746
7-Feb-13,27.28,66.89,3.306153833,4.203049479,-0.002196998,0.023445073
8-Feb-13,27.55,67.85,3.316002536,4.217299386,0.009848703,0.014249907
11-Feb-13,27.86,68.56,3.327191968,4.227709274,0.011189433,0.010409888
12-Feb-13,27.88,66.84,3.327909586,4.202301704,0.000717618,-0.025407571
13-Feb-13,28.03,66.72,3.333275365,4.200504758,0.005365779,-0.001796946
14-Feb-13,28.04,66.66,3.333632062,4.199605073,0.000356697,-0.000899685
15-Feb-13,28.01,65.74,3.332561589,4.185707568,-0.001070473,-0.013897505
19-Feb-13,28.04,65.71,3.333632062,4.185251121,0.001070473,-0.000456447
20-Feb-13,27.87,64.12,3.327550841,4.160756328,-0.006081221,-0.024494793
21-Feb-13,27.49,63.72,3.313822302,4.154498485,-0.013728539,-0.006257843
22-Feb-13,27.76,64.4,3.323596136,4.165113633,0.009773833,0.010615148
25-Feb-13,27.37,63.26,3.309447523,4.147253218,-0.014148613,-0.017860415
26-Feb-13,27.37,64.14,3.309447523,4.161068194,0,0.013814976
27-Feb-13,27.81,63.51,3.325395668,4.151197374,0.015948145,-0.00987082
28-Feb-13,27.8,63.06,3.325036021,4.144086654,-0.000359648,-0.00711072
1-Mar-13,27.95,61.5,3.3304172,4.119037175,0.005381179,-0.025049479
4-Mar-13,28.15,60.01,3.337547355,4.094511215,0.007130155,-0.02452596
5-Mar-13,28.35,61.59,3.34462703,4.12049952,0.007079676,0.025988305
6-Mar-13,28.09,60.81,3.335413641,4.107754249,-0.009213389,-0.012745271
7-Mar-13,28.14,61.51,3.337192052,4.119199763,0.001778411,0.011445514
8-Mar-13,28,61.67,3.33220451,4.121797589,-0.004987542,0.002597826
11-Mar-13,27.87,62.55,3.327550841,4.135966237,-0.004653669,0.014168648
12-Mar-13,27.91,61.2,3.328985048,4.11414719,0.001434206,-0.021819047
13-Mar-13,27.92,61.19,3.329343278,4.113983777,0.00035823,-0.000163412
14-Mar-13,28.14,61.79,3.337192052,4.123741539,0.007848774,0.009757762
15-Mar-13,28.04,63.38,3.333632062,4.149148354,-0.00355999,0.025406815
18-Mar-13,28.1,65.1,3.335769576,4.175924549,0.002137514,0.026776195
19-Mar-13,28.18,64.93,3.338612506,4.173309767,0.00284293,-0.002614783
20-Mar-13,28.32,64.58,3.343568269,4.167904765,0.004955762,-0.005405001
21-Mar-13,28.11,64.68,3.336125385,4.169452035,-0.007442884,0.001547269
22-Mar-13,28.25,65.99,3.341093458,4.189503215,0.004968073,0.020051181
25-Mar-13,28.16,66.23,3.337902531,4.193133532,-0.003190926,0.003630317
26-Mar-13,28.16,65.88,3.337902531,4.187834905,0,-0.005298627
27-Mar-13,28.37,64.58,3.345332249,4.167904765,0.007429718,-0.01993014
28-Mar-13,28.6,63.24,3.353406718,4.146937012,0.008074469,-0.020967753
1-Apr-13,28.61,61.27,3.353756307,4.115290327,0.000349589,-0.031646686
2-Apr-13,28.8,61.4,3.360375387,4.117409835,0.00661908,0.002119508
3-Apr-13,28.56,61.71,3.352007137,4.122445992,-0.00836825,0.005036157
4-Apr-13,28.6,61.1,3.353406718,4.112511866,0.00139958,-0.009934126
5-Apr-13,28.7,60.46,3.356897123,4.101981989,0.003490405,-0.010529877
8-Apr-13,28.59,60.89,3.353057006,4.109068958,-0.003840116,0.007086968
9-Apr-13,29.61,61,3.388112142,4.110873864,0.035055136,0.001804907
10-Apr-13,30.28,62.24,3.410487429,4.13099788,0.022375286,0.020124016
11-Apr-13,28.94,62.05,3.365224721,4.127940512,-0.045262707,-0.003057368
12-Apr-13,28.79,61.4,3.360028105,4.117409835,-0.005196617,-0.010530676
15-Apr-13,28.69,59.98,3.35654863,4.094011173,-0.003479475,-0.023398662
16-Apr-13,28.97,60.89,3.366260812,4.109068958,0.009712182,0.015057784
17-Apr-13,28.82,57.54,3.361069591,4.052480358,-0.005191221,-0.056588599
18-Apr-13,28.79,56.01,3.360028105,4.025530246,-0.001041486,-0.026950112
19-Apr-13,29.76,55.79,3.39316521,4.021594642,0.033137105,-0.003935604
22-Apr-13,30.83,56.95,3.428488242,4.04217369,0.035323032,0.020579048
23-Apr-13,30.6,58.02,3.421000009,4.060787779,-0.007488233,0.018614089
24-Apr-13,31.76,57.92,3.458207636,4.059062748,0.037207627,-0.001725031
25-Apr-13,31.94,58.34,3.463859143,4.066287964,0.005651506,0.007225216
26-Apr-13,31.79,59.6,3.459151775,4.087655574,-0.004707368,0.02136761
29-Apr-13,32.61,61.45,3.48461899,4.118223836,0.025467215,0.030568262
30-Apr-13,33.1,63.25,3.499533282,4.147095128,0.014914293,0.028871292
1-May-13,32.72,62.76,3.487986512,4.139317928,-0.011546771,-0.0077772
2-May-13,33.16,63.65,3.50134433,4.153399325,0.013357819,0.014081397
3-May-13,33.49,64.28,3.511246887,4.163248541,0.009902557,0.009849216
6-May-13,33.75,65.82,3.518980417,4.186923744,0.007733531,0.023675203
7-May-13,33.31,65.52,3.505857652,4.18235544,-0.013122765,-0.004568304
8-May-13,32.99,66.26,3.496204485,4.193586397,-0.009653167,0.011230957
9-May-13,32.66,65.25,3.486151088,4.178226046,-0.010053398,-0.015360351
10-May-13,32.69,64.71,3.487069221,4.169915749,0.000918133,-0.008310297
13-May-13,33.03,64.96,3.497416239,4.173771696,0.010347019,0.003855947
14-May-13,33.53,63.41,3.51244056,4.149621578,0.015024321,-0.024150118
15-May-13,33.84,61.26,3.521643535,4.115127101,0.009202974,-0.034494476
16-May-13,34.08,62.08,3.528710702,4.128423876,0.007067167,0.013296774
17-May-13,34.87,61.89,3.551626861,4.125358616,0.022916159,-0.00306526
20-May-13,35.08,63.28,3.557631168,4.147569323,0.006004307,0.022210708
21-May-13,34.85,62.81,3.551053137,4.140114296,-0.00657803,-0.007455027
22-May-13,34.61,63.05,3.544142658,4.143928062,-0.00691048,0.003813766
23-May-13,34.15,63.16,3.530762586,4.145671189,-0.013380072,0.001743127
24-May-13,34.27,63.59,3.534270336,4.152456225,0.00350775,0.006785036
28-May-13,35.02,63.06,3.555919327,4.144086654,0.021648991,-0.008369571
29-May-13,34.88,63.56,3.551913599,4.151984342,-0.004005728,0.007897688
30-May-13,35.03,64.51,3.556204837,4.166820251,0.004291238,0.014835909
31-May-13,34.9,64.25,3.552486829,4.162781724,-0.003718008,-0.004038527
3-Jun-13,35.59,64.39,3.5720647,4.164958342,0.01957787,0.002176618
4-Jun-13,34.99,64.19,3.555062306,4.161847435,-0.017002393,-0.003110906
5-Jun-13,34.78,63.59,3.549042509,4.152456225,-0.006019797,-0.00939121
6-Jun-13,34.96,62.64,3.554204551,4.137404052,0.005162042,-0.015052174
7-Jun-13,35.67,63.12,3.574309999,4.145037677,0.020105449,0.007633625
10-Jun-13,35.47,62.7,3.568687269,4.138361448,-0.005622731,-0.006676229
11-Jun-13,34.84,62.51,3.550766152,4.135326544,-0.017921117,-0.003034904
12-Jun-13,35,61.74,3.555348061,4.122932019,0.00458191,-0.012394525
13-Jun-13,34.72,62.28,3.54731589,4.131640347,-0.008032172,0.008708328
14-Jun-13,34.4,61.44,3.538056564,4.118061089,-0.009259325,-0.013579258
17-Jun-13,35,61.71,3.555348061,4.122445992,0.017291497,0.004384903
18-Jun-13,34.98,61.68,3.55477647,4.121959729,-0.000571592,-0.000486263
19-Jun-13,34.59,60.43,3.543564623,4.10148567,-0.011211847,-0.020474059
20-Jun-13,33.49,59.55,3.511246887,4.086816296,-0.032317736,-0.014669375
21-Jun-13,33.26,59.07,3.504355474,4.078723181,-0.006891413,-0.008093114
24-Jun-13,33.72,57.51,3.518091133,4.051958846,0.013735659,-0.026764336
25-Jun-13,33.67,57.52,3.516607233,4.052132713,-0.0014839,0.000173868
26-Jun-13,34.35,56.87,3.536602019,4.040767961,0.019994785,-0.011364752
27-Jun-13,34.62,56.25,3.54443155,4.029806041,0.007829531,-0.01096192
28-Jun-13,34.54,56.65,3.542118073,4.036891987,-0.002313477,0.007085946
1-Jul-13,34.36,58.46,3.536893097,4.06834276,-0.005224976,0.031450772
2-Jul-13,33.94,59.78,3.52459426,4.090671157,-0.012298837,0.022328397
3-Jul-13,34.01,60.11,3.526654599,4.096176217,0.002060339,0.00550506
5-Jul-13,34.21,59.63,3.532517999,4.088158803,0.0058634,-0.008017414
8-Jul-13,34.32,59.29,3.535728275,4.082440658,0.003210276,-0.005718145
9-Jul-13,34.35,60.34,3.536602019,4.099995234,0.000873744,0.017554576
10-Jul-13,34.7,60.1,3.546739687,4.096009842,0.010137668,-0.003985392
11-Jul-13,35.68,61.04,3.574590308,4.111529387,0.027850621,0.015519545
12-Jul-13,35.67,60.93,3.574309999,4.109725664,-0.000280308,-0.001803723
15-Jul-13,36.17,61.06,3.588230046,4.111856987,0.013920047,0.002131323
16-Jul-13,36.27,61.46,3.590990953,4.118386557,0.002760907,0.006529569
17-Jul-13,35.74,61.47,3.57627051,4.118549251,-0.014720444,0.000162694
18-Jul-13,35.44,61.68,3.567841126,4.121959729,-0.008429384,0.003410478
19-Jul-13,31.4,60.71,3.446807893,4.106108429,-0.121033233,-0.0158513
22-Jul-13,32.01,60.9,3.466048354,4.109233175,0.019240461,0.003124746
23-Jul-13,31.82,59.86,3.460095023,4.092008502,-0.005953331,-0.017224672
24-Jul-13,31.96,62.93,3.464485121,4.142022998,0.004390098,0.050014495
25-Jul-13,31.39,62.64,3.446489371,4.137404052,-0.01799575,-0.004618946
26-Jul-13,31.62,63,3.453789832,4.143134726,0.007300461,0.005730675
29-Jul-13,31.54,63.97,3.451256582,4.158414223,-0.00253325,0.015279497
30-Jul-13,31.85,64.76,3.461037382,4.170688129,0.0097808,0.012273905
31-Jul-13,31.84,64.65,3.460723361,4.168988105,-0.000314021,-0.001700024
1-Aug-13,31.67,65.24,3.455369861,4.178072778,-0.0053535,0.009084673
2-Aug-13,31.89,66.08,3.462292481,4.190866129,0.00692262,0.012793351
5-Aug-13,31.7,67.06,3.456316681,4.205587741,-0.0059758,0.014721612
6-Aug-13,31.58,66.46,3.452524009,4.196600263,-0.003792672,-0.008987478
7-Aug-13,32.06,66.43,3.467609147,4.196148762,0.015085138,-0.000451501
8-Aug-13,32.89,65.86,3.49316866,4.187531277,0.025559513,-0.008617485
9-Aug-13,32.7,64.92,3.487375078,4.173155743,-0.005793582,-0.014375534
12-Aug-13,32.87,66.77,3.492560388,4.201253878,0.00518531,0.028098135
13-Aug-13,32.23,69.94,3.472897696,4.247637732,-0.019662692,0.046383854
14-Aug-13,32.35,71.21,3.476614021,4.265633258,0.003716325,0.017995526
15-Aug-13,31.79,71.13,3.459151775,4.264509189,-0.017462246,-0.001124069
16-Aug-13,31.8,71.76,3.45946629,4.273327218,0.000314515,0.008818029
19-Aug-13,31.39,72.53,3.446489371,4.284000269,-0.012976919,0.010673052
20-Aug-13,31.62,71.58,3.453789832,4.270815705,0.007300461,-0.013184564
21-Aug-13,31.61,71.77,3.453473526,4.273466561,-0.000316306,0.002650856
22-Aug-13,32.39,71.85,3.477849733,4.274580613,0.024376207,0.001114051
23-Aug-13,34.75,71.57,3.548179572,4.270675992,0.070329839,-0.003904621
26-Aug-13,34.15,71.85,3.530762586,4.274580613,-0.017416986,0.003904621
27-Aug-13,33.26,69.8,3.504355474,4.24563401,-0.026407112,-0.028946603
28-Aug-13,33.02,70.13,3.497113438,4.250350663,-0.007242035,0.004716653
29-Aug-13,33.55,70.24,3.513036863,4.251917949,0.015923425,0.001567287
30-Aug-13,33.4,69.6,3.5085559,4.242764567,-0.004480963,-0.009153382
3-Sep-13,31.88,69.8,3.461978854,4.24563401,-0.046577046,0.002869442
4-Sep-13,31.2,71.24,3.440418095,4.266054458,-0.021560759,0.020420449
5-Sep-13,31.24,70.75,3.441699325,4.259152537,0.00128123,-0.006901922
6-Sep-13,31.15,71.17,3.438814245,4.265071381,-0.00288508,0.005918845
9-Sep-13,31.66,72.31,3.455054054,4.280962432,0.016239809,0.015891051
10-Sep-13,32.39,70.66,3.477849733,4.257879642,0.022795679,-0.02308279
11-Sep-13,32.74,66.82,3.488597572,4.202002437,0.010747839,-0.055877205
12-Sep-13,32.69,67.53,3.487069221,4.212571944,-0.001528351,0.010569507
13-Sep-13,33.03,66.41,3.497416239,4.195847648,0.010347019,-0.016724296
16-Sep-13,32.8,64.3,3.490428515,4.163559631,-0.006987724,-0.032288016
17-Sep-13,32.93,65.05,3.494384096,4.175156205,0.003955581,0.011596574
18-Sep-13,33.32,66.38,3.506157817,4.195395806,0.011773721,0.020239601
19-Sep-13,33.64,67.47,3.515715835,4.211683055,0.009558018,0.016287248
20-Sep-13,32.79,66.77,3.490123591,4.201253878,-0.025592244,-0.010429177
23-Sep-13,32.74,70.09,3.488597572,4.249780131,-0.001526019,0.048526253
24-Sep-13,32.46,69.87,3.480008562,4.246636373,-0.00858901,-0.003143758
25-Sep-13,32.5,68.79,3.481240089,4.231058386,0.001231527,-0.015577987
26-Sep-13,32.77,69.46,3.489513463,4.240751047,0.008273373,0.009692662
27-Sep-13,33.27,68.96,3.50465609,4.233526626,0.015142627,-0.007224421
30-Sep-13,33.28,68.11,3.504956616,4.221124045,0.000300526,-0.012402581
1-Oct-13,33.58,69.71,3.513930652,4.244343779,0.008974036,0.023219734
2-Oct-13,33.92,69.94,3.524004811,4.247637732,0.010074159,0.003293952
3-Oct-13,33.86,69.06,3.522234377,4.234975692,-0.001770434,-0.01266204
4-Oct-13,33.88,69,3.52282487,4.234106505,0.000590493,-0.000869187
7-Oct-13,33.3,69.68,3.505557397,4.243913333,-0.017267473,0.009806828
8-Oct-13,33.01,68.71,3.496810546,4.229894749,-0.008746851,-0.014018584
9-Oct-13,33.07,69.51,3.498626527,4.241470627,0.001815981,0.011575878
10-Oct-13,33.76,69.95,3.51927667,4.247780701,0.020650143,0.006310074
11-Oct-13,34.13,70.4,3.530176763,4.254193263,0.010900093,0.006412562
14-Oct-13,34.45,70.86,3.539508997,4.260706099,0.009332235,0.006512836
15-Oct-13,34.49,71.24,3.540669427,4.266054458,0.001160429,0.005348359
16-Oct-13,34.64,71.59,3.545009084,4.270955399,0.004339657,0.004900941
17-Oct-13,34.92,72.07,3.553059731,4.277637869,0.008050647,0.00668247
18-Oct-13,34.96,72.7,3.554204551,4.286341385,0.00114482,0.008703516
21-Oct-13,34.99,74.48,3.555062306,4.310530633,0.000857756,0.024189248
22-Oct-13,34.58,74.27,3.54327548,4.307707102,-0.011786826,-0.002823531
23-Oct-13,33.76,74.99,3.51927667,4.317354771,-0.023998811,0.00964767
24-Oct-13,33.72,75.99,3.518091133,4.330601753,-0.001185537,0.013246981
25-Oct-13,35.73,75.14,3.575990672,4.31935304,0.057899539,-0.011248713
28-Oct-13,35.57,75.7,3.571502586,4.32677816,-0.004488086,0.00742512
29-Oct-13,35.52,73.81,3.570095918,4.301494224,-0.001406668,-0.025283937
30-Oct-13,35.54,74.98,3.570658823,4.317221411,0.000562905,0.015727188
31-Oct-13,35.4,74.67,3.56671182,4.313078405,-0.003947003,-0.004143006
1-Nov-13,35.52,74.29,3.570095918,4.307976353,0.003384098,-0.005102052
4-Nov-13,35.94,75.25,3.581850881,4.320815904,0.011754963,0.01283955
5-Nov-13,36.64,75.06,3.60114054,4.318287794,0.019289658,-0.00252811
6-Nov-13,38.18,74.42,3.642311818,4.309724723,0.041171278,-0.008563071
7-Nov-13,37.5,73.21,3.624340933,4.293332024,-0.017970885,-0.016392699
8-Nov-13,37.78,74.37,3.631779862,4.309052635,0.007438929,0.015720611
11-Nov-13,37.59,74.15,3.626738058,4.306090069,-0.005041804,-0.002962566
12-Nov-13,37.36,74.29,3.620600613,4.307976353,-0.006137444,0.001886285
13-Nov-13,38.16,74.38,3.641787847,4.309187088,0.021187233,0.001210735
14-Nov-13,38.02,75.45,3.638112337,4.323470185,-0.00367551,0.014283097
15-Nov-13,37.84,75,3.633366744,4.317488114,-0.004745593,-0.005982072
18-Nov-13,37.2,74.09,3.616308761,4.30528057,-0.017057983,-0.012207543
19-Nov-13,36.74,74.22,3.60386608,4.307033656,-0.012442681,0.001753085
20-Nov-13,37.08,73.57,3.613077741,4.298237334,0.009211661,-0.008796322
21-Nov-13,37.4,74.45,3.621670704,4.310127759,0.008592964,0.011890425
22-Nov-13,37.57,74.26,3.62620586,4.307572449,0.004535155,-0.00255531
25-Nov-13,37.64,74.82,3.628067315,4.315085229,0.001861455,0.00751278
26-Nov-13,37.35,76.2,3.620332912,4.333361463,-0.007734403,0.018276234
27-Nov-13,37.6,77.99,3.62700405,4.356580613,0.006671139,0.023219151
29-Nov-13,38.13,79.44,3.641001374,4.37500202,0.013997323,0.018421406
2-Dec-13,38.45,78.75,3.649358696,4.366278278,0.008357322,-0.008723742
3-Dec-13,38.31,80.9,3.645710959,4.393213824,-0.003647737,0.026935546
4-Dec-13,38.94,80.71,3.662022,4.390862483,0.016311041,-0.002351341
5-Dec-13,38,81.13,3.63758616,4.396052806,-0.02443584,0.005190323
6-Dec-13,38.36,80,3.64701525,4.382026635,0.00942909,-0.014026172
9-Dec-13,38.7,80.92,3.6558396,4.393461012,0.00882435,0.011434378
10-Dec-13,38.11,80.79,3.640476715,4.391853195,-0.015362885,-0.001607817
11-Dec-13,37.61,80.19,3.627269972,4.384398819,-0.013206742,-0.007454377
12-Dec-13,37.22,80.08,3.616846251,4.383026135,-0.010423721,-0.001372684
13-Dec-13,36.69,79.2,3.602504238,4.371976299,-0.014342013,-0.011049836
16-Dec-13,36.88,79.64,3.607669399,4.377516479,0.00516516,0.00554018
17-Dec-13,36.52,79.28,3.597860056,4.37298589,-0.009809343,-0.004530589
18-Dec-13,36.58,78.68,3.599501643,4.365388994,0.001641587,-0.007596897
19-Dec-13,36.25,77.78,3.590439381,4.353884329,-0.009062262,-0.011504665
20-Dec-13,36.8,78.43,3.605497845,4.362206507,0.015058464,0.008322178
23-Dec-13,36.62,81.44,3.600594539,4.399866553,-0.004903306,0.037660046
24-Dec-13,37.08,81.1,3.613077741,4.395682961,0.012483201,-0.004183592
26-Dec-13,37.44,80.56,3.622739652,4.389002248,0.009661911,-0.006680713
27-Dec-13,37.29,80.01,3.618725194,4.382151627,-0.004014457,-0.006850622
30-Dec-13,37.29,79.22,3.618725194,4.372228792,0,-0.009922835
31-Dec-13,37.41,80.15,3.621938048,4.383899879,0.003212854,0.011671087
2-Jan-14,37.16,79.02,3.615232914,4.369700985,-0.006705134,-0.014198894
3-Jan-14,36.91,77.28,3.608482517,4.34743519,-0.006750397,-0.022265795
6-Jan-14,36.13,77.7,3.587123545,4.352855257,-0.021358972,0.005420067
7-Jan-14,36.41,77.15,3.594843462,4.345751579,0.007719917,-0.007103679
8-Jan-14,35.76,77.64,3.57682995,4.352082758,-0.018013512,0.006331179
9-Jan-14,35.53,76.65,3.57037741,4.339249605,-0.00645254,-0.012833153
10-Jan-14,36.04,76.13,3.584629433,4.332442405,0.014252023,-0.0068072
13-Jan-14,34.98,76.53,3.55477647,4.337682821,-0.029852963,0.005240416
14-Jan-14,35.78,78.06,3.577389078,4.357477762,0.022612608,0.019794941
15-Jan-14,36.76,79.62,3.604410297,4.377265318,0.027021219,0.019787556
16-Jan-14,36.89,79.18,3.607940512,4.371723742,0.003530214,-0.005541576
17-Jan-14,36.38,77.24,3.594019173,4.346917458,-0.013921339,-0.024806284
21-Jan-14,36.17,78.44,3.588230046,4.362334001,-0.005789127,0.015416544
22-Jan-14,35.93,78.79,3.581572601,4.366786085,-0.006657445,0.004452084
23-Jan-14,36.06,79.45,3.585184218,4.375127893,0.003611617,0.008341808
24-Jan-14,36.8,78.01,3.605497845,4.356837024,0.020313627,-0.018290869
27-Jan-14,36.03,78.64,3.584351925,4.364880476,-0.02114592,0.008043452
28-Jan-14,36.27,72.36,3.590990953,4.281653661,0.006639029,-0.083226815
29-Jan-14,36.66,71.54,3.601686242,4.270256734,0.010695289,-0.011396927
30-Jan-14,36.86,71.4,3.607126952,4.268297869,0.00544071,-0.001958864
31-Jan-14,37.84,71.51,3.633366744,4.2698373,0.026239792,0.001539431
3-Feb-14,36.48,71.65,3.596764165,4.271793154,-0.036602579,0.001955854
4-Feb-14,36.35,72.68,3.593194204,4.286066244,-0.003569961,0.014273089
5-Feb-14,35.82,73.23,3.578506397,4.293605173,-0.014687807,0.00753893
6-Feb-14,36.18,73.22,3.58850648,4.293468608,0.010000083,-0.000136565
7-Feb-14,36.56,74.24,3.598954747,4.307303088,0.010448267,0.013834481
10-Feb-14,36.8,75.57,3.605497845,4.325059379,0.006543099,0.017756291
11-Feb-14,37.18,76.57,3.615770982,4.338205355,0.010273137,0.013145976
12-Feb-14,37.47,76.56,3.623540613,4.338074747,0.007769631,-0.000130608
13-Feb-14,37.61,77.78,3.627269972,4.353884329,0.00372936,0.015809582
14-Feb-14,37.62,77.71,3.627535824,4.352983949,0.000265851,-0.00090038
18-Feb-14,37.42,78,3.622205321,4.356708827,-0.005330503,0.003724877
19-Feb-14,37.51,76.77,3.624607564,4.340813939,0.002402243,-0.015894888
20-Feb-14,37.75,75.88,3.630985476,4.329153145,0.006377912,-0.011660794
21-Feb-14,37.98,75.04,3.637059705,4.318021305,0.00607423,-0.01113184
24-Feb-14,37.69,75.36,3.629394807,4.32227663,-0.007664898,0.004255326
25-Feb-14,37.54,74.58,3.625407031,4.311872375,-0.003987776,-0.010404256
26-Feb-14,37.47,73.91,3.623540613,4.302848137,-0.001866418,-0.009024238
27-Feb-14,37.86,75.38,3.633895146,4.322541988,0.010354533,0.019693851
28-Feb-14,38.31,75.18,3.645710959,4.319885238,0.011815813,-0.00265675
3-Mar-14,37.78,75.39,3.631779862,4.32267464,-0.013931097,0.002789402
4-Mar-14,38.41,75.89,3.648317842,4.329284923,0.01653798,0.006610283
5-Mar-14,38.11,76.05,3.640476715,4.331391019,-0.007841127,0.002106095
6-Mar-14,38.15,75.82,3.641525758,4.32836211,0.001049043,-0.003028909
7-Mar-14,37.9,75.78,3.634951112,4.327834406,-0.006574646,-0.000527704
10-Mar-14,37.82,75.85,3.632838063,4.328757706,-0.002113049,0.0009233
11-Mar-14,38.02,76.58,3.638112337,4.338335946,0.005274274,0.00957824
12-Mar-14,38.27,76.66,3.644666299,4.33938006,0.006553962,0.001044114
13-Mar-14,37.89,75.81,3.634687225,4.32823021,-0.009979074,-0.01114985
14-Mar-14,37.7,74.96,3.629660094,4.316954638,-0.005027131,-0.011275572
17-Mar-14,38.05,75.25,3.638901084,4.320815904,0.00924099,0.003861266
18-Mar-14,39.55,75.91,3.677565694,4.329548428,0.03866461,0.008732524
19-Mar-14,39.27,75.89,3.670460869,4.329284923,-0.007104826,-0.000263505
20-Mar-14,40.33,75.53,3.697095609,4.324529928,0.02663474,-0.004754995
21-Mar-14,40.16,76.12,3.692871475,4.332311042,-0.004224134,0.007781114
24-Mar-14,40.5,77.03,3.701301974,4.344194956,0.008430499,0.011883914
25-Mar-14,40.34,77.86,3.697343533,4.354912342,-0.003958442,0.010717386
26-Mar-14,39.79,77.11,3.683615624,4.345232974,-0.013727908,-0.009679368
27-Mar-14,39.36,76.78,3.672750072,4.34094419,-0.010865552,-0.004288784
28-Mar-14,40.3,76.69,3.696351469,4.339771322,0.023601397,-0.001172868
31-Mar-14,40.99,76.68,3.713328135,4.339640918,0.016976666,-0.000130404
1-Apr-14,41.42,77.38,3.723763856,4.348728349,0.010435721,0.009087431
2-Apr-14,41.35,77.51,3.722072421,4.35040696,-0.001691434,0.001678611
3-Apr-14,41.01,76.97,3.713815939,4.343415736,-0.008256482,-0.006991225
4-Apr-14,39.87,75.97,3.685624161,4.330338526,-0.028191778,-0.01307721
7-Apr-14,39.8,74.78,3.683866912,4.31455047,-0.001757249,-0.015788056
8-Apr-14,39.82,74.78,3.684369299,4.31455047,0.000502386,0
9-Apr-14,40.47,75.76,3.700560959,4.327570449,0.01619166,0.013019979
10-Apr-14,39.36,74.78,3.672750072,4.31455047,-0.027810887,-0.013019979
11-Apr-14,39.21,74.23,3.668931816,4.307168381,-0.003818256,-0.007382088
14-Apr-14,39.18,74.53,3.668166413,4.311201729,-0.000765404,0.004033348
15-Apr-14,39.75,73.99,3.682609841,4.303929949,0.014443429,-0.00727178
16-Apr-14,40.4,74.14,3.698829785,4.305955198,0.016219944,0.002025249
17-Apr-14,40.01,74.99,3.689129423,4.317354771,-0.009700362,0.011399574
21-Apr-14,39.94,75.88,3.687378328,4.329153145,-0.001751095,0.011798374
22-Apr-14,39.99,75.96,3.688629423,4.330206886,0.001251095,0.001053741
23-Apr-14,39.69,74.96,3.681099267,4.316954638,-0.007530156,-0.013252248
24-Apr-14,39.86,81.11,3.685373315,4.395806258,0.004274048,0.07885162
25-Apr-14,39.91,81.71,3.686626919,4.403176393,0.001253604,0.007370135
28-Apr-14,40.87,84.87,3.710396298,4.441120674,0.023769379,0.037944281
29-Apr-14,40.51,84.62,3.701548857,4.438170645,-0.00884744,-0.002950029
30-Apr-14,40.4,84.3,3.698829785,4.434381865,-0.002719072,-0.00378878
1-May-14,40,84.5,3.688879454,4.436751534,-0.009950331,0.002369669
2-May-14,39.69,84.65,3.681099267,4.438525109,-0.007780187,0.001773574
5-May-14,39.43,85.85,3.674526948,4.452601587,-0.006572319,0.014076479
6-May-14,39.06,84.92,3.665098925,4.441709637,-0.009428022,-0.010891951
7-May-14,39.42,84.62,3.674273302,4.438170645,0.009174376,-0.003538992
8-May-14,39.64,84,3.679838709,4.430816799,0.005565408,-0.007353846
9-May-14,39.54,83.65,3.677312818,4.426641427,-0.002525892,-0.004175371
12-May-14,39.97,84.69,3.688129173,4.438997531,0.010816355,0.012356104
13-May-14,40.42,84.82,3.699324712,4.440531364,0.011195539,0.001533833
14-May-14,40.24,84.84,3.694861526,4.44076713,-0.004463186,0.000235766
15-May-14,39.6,84.12,3.678829118,4.432244351,-0.016032408,-0.008522779
16-May-14,39.83,85.36,3.684620397,4.446877607,0.005791279,0.014633256
